tweet_id,tweet,emo_label,emo_intense,type,pp_replaced,emoji_senti,emoti_senti,pp_pre_emoemo,pp_pre_emopunc
20203,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear,0.688,train,watching paranormal activity : the ghost dimension . i'm not sure how i feel about it yet . $HASHTAG$,0.0,0.0,watching paranormal activity : the ghost dimension . i'm not sure how i feel about it yet . $HASHTAG$,watching paranormal activity the ghost dimension i m not sure how i feel about it yet $HASHTAG$
20204,"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",fear,0.688,train,"even death is unreliable . instead of zero it may be some ghastly hallucination , such as the square root of minus one . samuel beckett",0.0,0.0,"even death is unreliable . instead of zero it may be some ghastly hallucination , such as the square root of minus one . samuel beckett","even death is unreliable instead of zero it may be some ghastly hallucination , such as the square root of minus one samuel beckett"
20205,@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,fear,0.688,train,thanks . $HASHTAG$,0.0,0.0,thanks . $HASHTAG$,thanks $HASHTAG$
20206,#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,fear,0.688,train,$HASHTAG$ we are confirm that $HASHTAG$ is post graduate distinction student of university of $HASHTAG$ . he cannot spare himself .,0.0,0.0,$HASHTAG$ we are confirm that $HASHTAG$ is post graduate distinction student of university of $HASHTAG$ . he cannot spare himself .,$HASHTAG$ we are confirm that $HASHTAG$ is post graduate distinction student of university of $HASHTAG$ he cannot spare himself
20207,"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear,0.688,train,"$HASHTAG$ should stop cross border $HASHTAG$ if they really need solution for $HASHTAG$ . sir , $HASHTAG$ should act",0.0,0.0,"$HASHTAG$ should stop cross border $HASHTAG$ if they really need solution for $HASHTAG$ . sir , $HASHTAG$ should act","$HASHTAG$ should stop cross border $HASHTAG$ if they really need solution for $HASHTAG$ sir , $HASHTAG$ should act"
20208,3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited,fear,0.688,train,$NUMBER$:45 am and off to the hospital ! elouise's waters have gone ! $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,0.0,0.0,$NUMBER$:45 am and off to the hospital ! elouise's waters have gone ! $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,$NUMBER$ 45 am and off to the hospital ! elouise s waters have gone ! $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$
20209,"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",fear,0.688,train,"this is the first time i've written anything on this series in over two years , so i'm checking back in for one last nightmare .",0.0,0.0,"this is the first time i've written anything on this series in over two years , so i'm checking back in for one last nightmare .","this is the first time i ve written anything on this series in over two years , so i m checking back in for one last nightmare"
20210,I hate having ideas but being too afraid to share them 😔,fear,0.688,train,i hate having ideas but being too afraid to share them 😔,-0.012166666666666668,0.0,i hate having ideas but being too afraid to share them :pensive_face:,i hate having ideas but being too afraid to share them pensive_face
20211,i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,fear,0.688,train,i would let jiho step on my throat but he would probs be afraid he would hurt me,0.0,0.0,i would let jiho step on my throat but he would probs be afraid he would hurt me,i would let jiho step on my throat but he would probs be afraid he would hurt me
20212,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",fear,0.685,train,"if this ban goes through , it will harm so many people , disabled veterans , people who have $HASHTAG$ , $HASHTAG$",0.0,0.0,"if this ban goes through , it will harm so many people , disabled veterans , people who have $HASHTAG$ , $HASHTAG$","if this ban goes through , it will harm so many people , disabled veterans , people who have $HASHTAG$ , $HASHTAG$"
20213,Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,fear,0.685,train,nawaz sharif's un should start $HASHTAG$ ् य_ब ो ध_य ा त ् र ा as after all his $HASHTAG$ speech has awaken the world about their role in sponsoring $HASHTAG$,0.0,0.0,nawaz sharif's un should start $HASHTAG$ _ _ as after all his $HASHTAG$ speech has awaken the world about their role in sponsoring $HASHTAG$,nawaz sharif s un should start $HASHTAG$ _ _ as after all his $HASHTAG$ speech has awaken the world about their role in sponsoring $HASHTAG$
20214,Idk if it's hella hot in here or I'm nervous,fear,0.68,train,idk if it is hella hot in here or i'm nervous,0.0,0.0,idk if it is hella hot in here or i'm nervous,idk if it is hella hot in here or i m nervous
20215,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear,0.667,train,what can we do $NUMBER$ get $NUMBER$ reveal his taxes ? that is the immediate danger . but you will not answer me . $HASHTAG$,0.0,0.0,what can we do $NUMBER$ get $NUMBER$ reveal his taxes ? that is the immediate danger . but you will not answer me . $HASHTAG$,what can we do $NUMBER$ get $NUMBER$ reveal his taxes ? that is the immediate danger but you will not answer me $HASHTAG$
20216,I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,fear,0.667,train,i cannot imagine keeping malice with my brothers ! ! i shudder when i see siblings estranged and all,0.0,0.0,i cannot imagine keeping malice with my brothers ! ! i shudder when i see siblings estranged and all,i cannot imagine keeping malice with my brothers ! ! i shudder when i see siblings estranged and all
20217,Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,fear,0.667,train,today's alarm shows how unprepared professors and students are when it comes to emergency protocols . we do not know where to go,0.0,0.0,today's alarm shows how unprepared professors and students are when it comes to emergency protocols . we do not know where to go,today s alarm shows how unprepared professors and students are when it comes to emergency protocols we do not know where to go
20218,@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,fear,0.667,train,i think just becz you have so much terror in pak nd urself being a leader you forgot d difference btw a leader nd terrorist !,0.0,0.0,i think just becz you have so much terror in pak nd urself being a leader you forgot d difference btw a leader nd terrorist !,i think just becz you have so much terror in pak nd urself being a leader you forgot d difference btw a leader nd terrorist !
20219,And here we go again 😓 #restless,fear,0.667,train,and here we go again 😓 $HASHTAG$,-0.01142857142857143,0.0,and here we go again :downcast_face_with_sweat: $HASHTAG$,and here we go again downcast_face_with_sweat $HASHTAG$
20220,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful",fear,0.667,train,"there is always that one song which makes you turn of the radio , as you would rather sit in silence 😡 $HASHTAG$",-0.007521739130434785,0.0,"there is always that one song which makes you turn of the radio , as you would rather sit in silence :pouting_face: $HASHTAG$","there is always that one song which makes you turn of the radio , as you would rather sit in silence pouting_face $HASHTAG$"
20221,Do you think humans have the sense for recognizing impending doom? ,fear,0.667,train,do you think humans have the sense for recognizing impending doom ?,0.0,0.0,do you think humans have the sense for recognizing impending doom ?,do you think humans have the sense for recognizing impending doom ?
20222,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,fear,0.667,train,only indian seems to be afraid of war is n like india is for war ! war ! war ! we cry war . $HASHTAG$,0.0,0.0,only indian seems to be afraid of war is n like india is for war ! war ! war ! we cry war . $HASHTAG$,only indian seems to be afraid of war is n like india is for war ! war ! war ! we cry war $HASHTAG$
20223,@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,fear,0.667,train,' operation echoes ' is gathering momentum ... $HASHTAG$ $HASHTAG$ $HASHTAG$,0.0,0.0,' operation echoes ' is gathering momentum ... $HASHTAG$ $HASHTAG$ $HASHTAG$,operation echoes is gathering momentum $HASHTAG$ $HASHTAG$ $HASHTAG$
20224,Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.,fear,0.667,train,retweeted dr . rand paul ( ): stop fueling a middle east arms race and worsening an already horrific refugee crisis in yemen .,0.0,-0.041666666666666664,retweeted dr . rand paul ( ): stop fueling a middle east arms race and worsening an already horrific refugee crisis in yemen .,retweeted dr rand paul stop fueling a middle east arms race and worsening an already horrific refugee crisis in yemen
20225,The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare,fear,0.667,train,the more i watch this documentary on the more i think is more a $HASHTAG$ than dream $HASHTAG$,0.0,0.0,the more i watch this documentary on the more i think is more a $HASHTAG$ than dream $HASHTAG$,the more i watch this documentary on the more i think is more a $HASHTAG$ than dream $HASHTAG$
20226,World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,fear,0.667,train,world is facing $HASHTAG$ . where $HASHTAG$'s school exist ? who are terrorist's teacher & father . which is terrorist's motherland ?,0.0,0.0,world is facing $HASHTAG$ . where $HASHTAG$'s school exist ? who are terrorist's teacher & father . which is terrorist's motherland ?,world is facing $HASHTAG$ where $HASHTAG$ s school exist ? who are terrorist s teacher father which is terrorist s motherland ?
20227,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",fear,0.667,train,"again , profiling does not discourage ( september $NUMBER$ , $NUMBER$ ; $NUMBER$:41 edt ) $HASHTAG$ $HASHTAG$ $HASHTAG$",0.0,0.0,"again , profiling does not discourage ( september $NUMBER$ , $NUMBER$ ; $NUMBER$:41 edt ) $HASHTAG$ $HASHTAG$ $HASHTAG$","again , profiling does not discourage september $NUMBER$ , $NUMBER$ $NUMBER$ 41 edt $HASHTAG$ $HASHTAG$ $HASHTAG$"
20228,We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe,fear,0.667,train,we ashamed of being an ally to you . pakistan sacrificed almost $NUMBER$ civilians by siding you in war on $HASHTAG$,0.0,0.0,we ashamed of being an ally to you . pakistan sacrificed almost $NUMBER$ civilians by siding you in war on $HASHTAG$,we ashamed of being an ally to you pakistan sacrificed almost $NUMBER$ civilians by siding you in war on $HASHTAG$
20229,#terror test ................,fear,0.667,train,$HASHTAG$ test ...,0.0,0.0,$HASHTAG$ test ...,$HASHTAG$ test
20230,@MrMalky @kwr66 How awful! Switched off!,fear,0.667,train,how awful ! switched off !,0.0,0.0,how awful ! switched off !,how awful ! switched off !
20231,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,fear,0.667,train,bout to read this article ' moving the conversation forward : homosexuality & christianity ' from someone in the foursquare church $HASHTAG$,0.0,0.0,bout to read this article ' moving the conversation forward : homosexuality & christianity ' from someone in the foursquare church $HASHTAG$,bout to read this article moving the conversation forward homosexuality christianity from someone in the foursquare church $HASHTAG$
20232,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,fear,0.667,train,the zika $HASHTAG$ files : deet is part of a binary chemical weapon targeting your brain : $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,0.0,0.0,the zika $HASHTAG$ files : deet is part of a binary chemical weapon targeting your brain : $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,the zika $HASHTAG$ files deet is part of a binary chemical weapon targeting your brain $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$
20233,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,fear,0.667,train,just had a massive argument with my alarm today ... i did not want to get up . i do not know how we are going to fix this by tomorrow morning 😕,-0.01212121212121212,0.0,just had a massive argument with my alarm today ... i did not want to get up . i do not know how we are going to fix this by tomorrow morning :confused_face:,just had a massive argument with my alarm today i did not want to get up i do not know how we are going to fix this by tomorrow morning confused_face
20234,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,fear,0.667,train,stuck on runway after being diverted to fargo . continuously told just $NUMBER$ more mins for the past $NUMBER$ hours . no food / water offered $HASHTAG$,0.0,0.0,stuck on runway after being diverted to fargo . continuously told just $NUMBER$ more mins for the past $NUMBER$ hours . no food / water offered $HASHTAG$,stuck on runway after being diverted to fargo continuously told just $NUMBER$ more mins for the past $NUMBER$ hours no food water offered $HASHTAG$
20235,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",fear,0.667,train,"never thought an angry oompa loompa would be my boggart , but there you have it . $HASHTAG$ $HASHTAG$ $HASHTAG$",0.0,0.0,"never thought an angry oompa loompa would be my boggart , but there you have it . $HASHTAG$ $HASHTAG$ $HASHTAG$","never thought an angry oompa loompa would be my boggart , but there you have it $HASHTAG$ $HASHTAG$ $HASHTAG$"
20236,#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves,fear,0.667,train,$HASHTAG$ naming & shaming ; lies a vast space b / w $HASHTAG$ & $HASHTAG$ state ... v * wait til others $HASHTAG$ it ... & do not hv courage $HASHTAG$,0.0,0.0,$HASHTAG$ naming & shaming ; lies a vast space b / w $HASHTAG$ & $HASHTAG$ state ... v * wait til others $HASHTAG$ it ... & do not hv courage $HASHTAG$,$HASHTAG$ naming shaming lies a vast space b w $HASHTAG$ $HASHTAG$ state v wait til others $HASHTAG$ it do not hv courage $HASHTAG$
20237,"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",fear,0.667,train,": virtually every statement by other countries at $HASHTAG$ has referred to $HASHTAG$ as main threat to peace , $HASHTAG$ still in denial .",0.0,0.0,": virtually every statement by other countries at $HASHTAG$ has referred to $HASHTAG$ as main threat to peace , $HASHTAG$ still in denial .","virtually every statement by other countries at $HASHTAG$ has referred to $HASHTAG$ as main threat to peace , $HASHTAG$ still in denial"
20238,wow if i need to start over on SIF im prob gonna just die,fear,0.667,train,wow if i need to start over on sif im prob going to just die,0.0,0.0,wow if i need to start over on sif im prob going to just die,wow if i need to start over on sif im prob going to just die
20239,"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",fear,0.667,train,"when your body says fuck you bitch , you are not sleeping $HASHTAG$ $HASHTAG$ $HASHTAG$",0.0,0.0,"when your body says fuck you bitch , you are not sleeping $HASHTAG$ $HASHTAG$ $HASHTAG$","when your body says fuck you bitch , you are not sleeping $HASHTAG$ $HASHTAG$ $HASHTAG$"
20240,I want to slide into the dms but im too fucking shy #shy,fear,0.667,train,i want to slide into the dms but im too fucking shy $HASHTAG$,0.0,0.0,i want to slide into the dms but im too fucking shy $HASHTAG$,i want to slide into the dms but im too fucking shy $HASHTAG$
20241,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,fear,0.667,train,it is - terrible - ! we are going to the local fish / chip place in kirribilli $HASHTAG$,0.0,0.0,it is - terrible - ! we are going to the local fish / chip place in kirribilli $HASHTAG$,it is terrible ! we are going to the local fish chip place in kirribilli $HASHTAG$
20242,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,fear,0.667,train,at $HASHTAG$ pakistan clearly shows the face of cowardliness and blatant lies ! its time for $HASHTAG$ to act upon terror .,0.0,0.0,at $HASHTAG$ pakistan clearly shows the face of cowardliness and blatant lies ! its time for $HASHTAG$ to act upon terror .,at $HASHTAG$ pakistan clearly shows the face of cowardliness and blatant lies ! its time for $HASHTAG$ to act upon terror
20243,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",fear,0.6629999999999999,train,"no ! by you all i mean rioting , fire starting , business burning , looting assholes ! that create $HASHTAG$ $HASHTAG$",0.0,0.0,"no ! by you all i mean rioting , fire starting , business burning , looting assholes ! that create $HASHTAG$ $HASHTAG$","no ! by you all i mean rioting , fire starting , business burning , looting assholes ! that create $HASHTAG$ $HASHTAG$"
20244,#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.,fear,0.66,train,$HASHTAG$ is sponsoring terrorism in $HASHTAG$ . $HASHTAG$ an indian spy agent was arrested in balochistan by pakistani forces .,0.0,0.0,$HASHTAG$ is sponsoring terrorism in $HASHTAG$ . $HASHTAG$ an indian spy agent was arrested in balochistan by pakistani forces .,$HASHTAG$ is sponsoring terrorism in $HASHTAG$ $HASHTAG$ an indian spy agent was arrested in balochistan by pakistani forces
20245,"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",fear,0.66,train,"tired of people pretending islam is not one of the most misogynistic religions , it is no coincidence muslim countries are terrible for women .",0.0,0.0,"tired of people pretending islam is not one of the most misogynistic religions , it is no coincidence muslim countries are terrible for women .","tired of people pretending islam is not one of the most misogynistic religions , it is no coincidence muslim countries are terrible for women"
20246,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,fear,0.66,train,some questions you get on twitter make you want to despair . we have been so battered . we complain but are not convinced things could be better .,0.0,0.0,some questions you get on twitter make you want to despair . we have been so battered . we complain but are not convinced things could be better .,some questions you get on twitter make you want to despair we have been so battered we complain but are not convinced things could be better
20247,@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,fear,0.66,train,the struggle is real . whoa ! i worry for the younger generation 💔,-0.008714285714285714,0.0,the struggle is real . whoa ! i worry for the younger generation :broken_heart:,the struggle is real whoa ! i worry for the younger generation broken_heart
20248,@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,fear,0.66,train,hes right when the civil war starts it will be wall to wall terrorism and i do not fancy the muzzy's chances,0.0,0.0,hes right when the civil war starts it will be wall to wall terrorism and i do not fancy the muzzy's chances,hes right when the civil war starts it will be wall to wall terrorism and i do not fancy the muzzy s chances
20249,Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,fear,0.66,train,look at this $HASHTAG$ of $HASHTAG$ $HASHTAG$ $HASHTAG$ of $HASHTAG$,0.0,0.0,look at this $HASHTAG$ of $HASHTAG$ $HASHTAG$ $HASHTAG$ of $HASHTAG$,look at this $HASHTAG$ of $HASHTAG$ $HASHTAG$ $HASHTAG$ of $HASHTAG$
20250,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall,fear,0.657,train,this is so absurd i could laugh right now ( if i also did not feel like crying for the future of our country ) . $HASHTAG$,0.0,0.0,this is so absurd i could laugh right now ( if i also did not feel like crying for the future of our country ) . $HASHTAG$,this is so absurd i could laugh right now if i also did not feel like crying for the future of our country $HASHTAG$
20251,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,fear,0.655,train,this is so absurd i could laugh right now ( if i also did not feel like crying for the future of our country ) . $HASHTAG$ $HASHTAG$,0.0,0.0,this is so absurd i could laugh right now ( if i also did not feel like crying for the future of our country ) . $HASHTAG$ $HASHTAG$,this is so absurd i could laugh right now if i also did not feel like crying for the future of our country $HASHTAG$ $HASHTAG$
20252,"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?",fear,0.6459999999999999,train,"if they say the words radical islamic terrorist , will that somehow make the terror groups drop their weapons ?",0.0,0.0,"if they say the words radical islamic terrorist , will that somehow make the terror groups drop their weapons ?","if they say the words radical islamic terrorist , will that somehow make the terror groups drop their weapons ?"
20253,this Mac update has me some kind of apprehensive.,fear,0.6459999999999999,train,this mac update has me some kind of apprehensive .,0.0,0.0,this mac update has me some kind of apprehensive .,this mac update has me some kind of apprehensive
20254,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear,0.6459999999999999,train,a panic attack and call yourself a real fan makes me so mad like i do not even have the words to e$SMILEY$lain . this is why some people give no +,0.0,0.0,a panic attack and call yourself a real fan makes me so mad like i do not even have the words to e$SMILEY$lain . this is why some people give no +,a panic attack and call yourself a real fan makes me so mad like i do not even have the words to e$SMILEY$lain this is why some people give no
20255,Your boy' is having a nightmare @VivaLaSergio,fear,0.6459999999999999,train,your boy ' is having a nightmare,0.0,0.0,your boy ' is having a nightmare,your boy is having a nightmare
20256,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",fear,0.6459999999999999,train,"it feels like there are no houses out there for us . with the most basic requirements i have , there are literally no options . $HASHTAG$",0.0,0.0,"it feels like there are no houses out there for us . with the most basic requirements i have , there are literally no options . $HASHTAG$","it feels like there are no houses out there for us with the most basic requirements i have , there are literally no options $HASHTAG$"
20257,@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,fear,0.6459999999999999,train,$HASHTAG$ should not be a way of life in the united etates and was not until $HASHTAG$ brought it here ! $HASHTAG$ $HASHTAG$,0.0,0.0,$HASHTAG$ should not be a way of life in the united etates and was not until $HASHTAG$ brought it here ! $HASHTAG$ $HASHTAG$,$HASHTAG$ should not be a way of life in the united etates and was not until $HASHTAG$ brought it here ! $HASHTAG$ $HASHTAG$
20258,Now #India is #afraid of #bad #terrorism.,fear,0.6459999999999999,train,now $HASHTAG$ is $HASHTAG$ of $HASHTAG$ $HASHTAG$ .,0.0,0.0,now $HASHTAG$ is $HASHTAG$ of $HASHTAG$ $HASHTAG$ .,now $HASHTAG$ is $HASHTAG$ of $HASHTAG$ $HASHTAG$
20259,@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,fear,0.6459999999999999,train,$HASHTAG$ day $HASHTAG$ potential leadership $HASHTAG$ $HASHTAG$ $HASHTAG$ proud,0.0,0.0,$HASHTAG$ day $HASHTAG$ potential leadership $HASHTAG$ $HASHTAG$ $HASHTAG$ proud,$HASHTAG$ day $HASHTAG$ potential leadership $HASHTAG$ $HASHTAG$ $HASHTAG$ proud
20260,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,fear,0.6459999999999999,train,ugh ! ! this is the worst ! ! i did not read at all this whole first month of school and i have a unit test on friday ! ! ! awe man ! !,0.0,0.0,ugh ! ! this is the worst ! ! i did not read at all this whole first month of school and i have a unit test on friday ! ! ! awe man ! !,ugh ! ! this is the worst ! ! i did not read at all this whole first month of school and i have a unit test on friday ! ! ! awe man ! !
20261,Man city's kit is dreadful!,fear,0.6459999999999999,train,man city's kit is dreadful !,0.0,0.0,man city's kit is dreadful !,man city s kit is dreadful !
20262,"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",fear,0.6459999999999999,train,"jimmy_dore : raisingtheboss we have already lost our country and our government to oligarchs , but their fear tactics still work it appears .",0.0,0.0,"jimmy_dore : raisingtheboss we have already lost our country and our government to oligarchs , but their fear tactics still work it appears .","jimmy_dore raisingtheboss we have already lost our country and our government to oligarchs , but their fear tactics still work it appears"
20263,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",fear,0.6459999999999999,train,"no ! by you all i mean rioting , fire starting , business burning , looting assholes ! that create $HASHTAG$",0.0,0.0,"no ! by you all i mean rioting , fire starting , business burning , looting assholes ! that create $HASHTAG$","no ! by you all i mean rioting , fire starting , business burning , looting assholes ! that create $HASHTAG$"
20264,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .',fear,0.6459999999999999,train,set n alarm ' : i wanna nap but i'm scared i will wake up tomorrow . ',0.0,0.0,set n alarm ' : i wanna nap but i'm scared i will wake up tomorrow . ',set n alarm i wanna nap but i m scared i will wake up tomorrow
20265,"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",fear,0.6459999999999999,train,"never said that , just not fair how yous think it is completely okay to bully someone",0.0,0.0,"never said that , just not fair how yous think it is completely okay to bully someone","never said that , just not fair how yous think it is completely okay to bully someone"
20266,Just feel awkward that I'm being timid to everyone.,fear,0.6459999999999999,train,just feel awkward that i'm being timid to everyone .,0.0,0.0,just feel awkward that i'm being timid to everyone .,just feel awkward that i m being timid to everyone
20267,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",fear,0.6459999999999999,train,"rooney ! oh dear , oh dear ! fucking dreadful 🙈 ⚽ ️ ⚽ ️",0.07033333333333333,0.0,"rooney ! oh dear , oh dear ! fucking dreadful :see-no-evil_monkey: :soccer_ball: :soccer_ball:","rooney ! oh dear , oh dear ! fucking dreadful see no evil_monkey soccer_ball soccer_ball"
20268,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,fear,0.6459999999999999,train,if $NUMBER$ people are in a country of $NUMBER$ million - you are going to ruin the whole country over $NUMBER$ people ?,0.0,0.0,if $NUMBER$ people are in a country of $NUMBER$ million - you are going to ruin the whole country over $NUMBER$ people ?,if $NUMBER$ people are in a country of $NUMBER$ million you are going to ruin the whole country over $NUMBER$ people ?
20269,@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,fear,0.6459999999999999,train,ohh .. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,0.0,0.0,ohh .. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,ohh so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce
20270,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear,0.6459999999999999,train,what can we do $NUMBER$ get $NUMBER$ reveal his taxes ? that is the immediate danger . but you will not answer me .,0.0,0.0,what can we do $NUMBER$ get $NUMBER$ reveal his taxes ? that is the immediate danger . but you will not answer me .,what can we do $NUMBER$ get $NUMBER$ reveal his taxes ? that is the immediate danger but you will not answer me
20271,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,fear,0.6459999999999999,train,unruly kids at $NUMBER$am in the morning $HASHTAG$ ripping the flower beds up by the roots while their parents watch $HASHTAG$,0.0,0.0,unruly kids at $NUMBER$am in the morning $HASHTAG$ ripping the flower beds up by the roots while their parents watch $HASHTAG$,unruly kids at $NUMBER$am in the morning $HASHTAG$ ripping the flower beds up by the roots while their parents watch $HASHTAG$
20272,"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",fear,0.6459999999999999,train,"$HASHTAG$ mourinho is worried , bringing ibra and rushford on . $HASHTAG$",0.0,0.0,"$HASHTAG$ mourinho is worried , bringing ibra and rushford on . $HASHTAG$","$HASHTAG$ mourinho is worried , bringing ibra and rushford on $HASHTAG$"
20273,"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",fear,0.6459999999999999,train,"pfft , as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",0.0,0.0,"pfft , as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway","pfft , as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway"
20274,Librarians scare me,fear,0.6459999999999999,train,librarians scare me,0.0,0.0,librarians scare me,librarians scare me
20275,@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,fear,0.6459999999999999,train,because $HASHTAG$ are $HASHTAG$ of large $HASHTAG$ ?,0.0,0.0,because $HASHTAG$ are $HASHTAG$ of large $HASHTAG$ ?,because $HASHTAG$ are $HASHTAG$ of large $HASHTAG$ ?
